,Date,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
4576,2001-05,New York,Restaurant,"Tomato, Unspecified",,Shigella flexneri,Serotype 2a,Confirmed,886,22.0,
4577,2001-05,New York,,"Salad, Unspecified",,Chemical or toxin,,Suspected,17,,
4578,2001-05,New York,Restaurant,,,,,,9,,
4579,2001-05,New York,Catering Service,,,Norovirus genogroup I,,Suspected,9,,
4580,2001-05,Ohio,Restaurant,"Gravy, Sausage",,Clostridium perfringens; Bacillus cereus,,Confirmed; Confirmed,6,,0.0
4581,2001-05,Ohio,Restaurant,,,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,3,0.0,0.0
4582,2001-05,Ohio,Restaurant,,,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,2,0.0,0.0
4583,2001-05,Ohio,Restaurant,,,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,2,0.0,0.0
4584,2001-05,Ohio,Fair/Festival,Frozen Slush Drink,,Norovirus genogroup II,Unknown,Confirmed,110,0.0,0.0
4585,2001-05,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,27,0.0,0.0
4586,2001-05,Oklahoma,Restaurant,"Roast Beef, Other",Beef,Clostridium perfringens,,Suspected,7,0.0,0.0
4587,2001-05,Oregon,,"Cake, Unspecified",,Norovirus genogroup I,,Suspected,7,2.0,0.0
4588,2001-05,Oregon,Restaurant,,,Norovirus genogroup I,,Confirmed,6,0.0,0.0
4589,2001-05,Oregon,Unknown,,,Norovirus genogroup I,,Confirmed,50,0.0,0.0
4590,2001-05,Oregon,Unknown,,,,,,14,0.0,0.0
4591,2001-05,Oregon,Private Home/Residence; Grocery Store,,,Norovirus genogroup I,,Confirmed,13,0.0,0.0
4592,2001-05,Oregon,Camp,,,Norovirus genogroup I,,Confirmed,100,0.0,0.0
4593,2001-05,Pennsylvania,Grocery Store,,,Norovirus genogroup I,,Suspected,13,0.0,0.0
4594,2001-05,Pennsylvania,Restaurant; Catering Service,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,7,1.0,0.0
4595,2001-05,Pennsylvania,Private Home/Residence,,,Norovirus genogroup I,,Suspected,11,0.0,0.0
4596,2001-05,Pennsylvania,Restaurant,"Turkey And Gravy; Turkey, Unspecified",Turkey,,,,8,0.0,0.0
4597,2001-05,Pennsylvania,Unknown,,,Salmonella enterica,Enteritidis,Confirmed,4,1.0,0.0
4598,2001-05,Tennessee,Restaurant; Catering Service,,,Norovirus unknown,,Suspected,20,0.0,0.0
4599,2001-05,Tennessee,Restaurant,"Chicken And Stuffing; Green Beans, Unspecified; Potato, Mashed",,Staphylococcus aureus,,Confirmed,12,0.0,0.0
4600,2001-05,Tennessee,Private Home/Residence,,,Norovirus genogroup II,Unknown,Confirmed,23,0.0,0.0
4601,2001-05,Texas,Catering Service,Caesar Salad; Seafood Salad,,Salmonella enterica,Group D1,Suspected,23,,
4602,2001-05,Texas,Restaurant,"Sandwich, Unspecified",,,,,7,,
4603,2001-05,Texas,Restaurant; Catering Service,"Cake, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,29,0.0,0.0
4604,2001-05,Virginia,Religious Facility,Fruit Salad; Vegetable Tray,,Norovirus genogroup I,,Confirmed,75,0.0,0.0
4605,2001-05,Washington,Restaurant,Lettuce-Based Salads Unspecified,,,,,9,0.0,0.0
4606,2001-05,Washington,Restaurant,"Refried Beans, Unspecified",,,,,2,0.0,0.0
4607,2001-05,Washington,Restaurant,Potato Salad,,,,,2,0.0,0.0
4608,2001-05,Washington,Restaurant,"Chicken, Fried",,,,,6,0.0,0.0
4609,2001-05,Washington,Restaurant,"Chicken, Teriyaki",,,,,2,0.0,0.0
4610,2001-05,West Virginia,School/College/University,"Soup, Turkey",,Norovirus genogroup I,,Confirmed,40,0.0,0.0
4611,2001-05,Wisconsin,Restaurant,,,Norovirus genogroup I,,Confirmed,6,0.0,0.0
4612,2001-05,Wisconsin,Restaurant,,,Norovirus genogroup I,,Confirmed,24,1.0,0.0
4613,2001-06,California,Restaurant,,,,,,4,,
4614,2001-06,California,Catering Service,"Shortcake, Strawberry",,Norovirus genogroup I,,Suspected,42,,
4615,2001-06,California,Restaurant; Private Home/Residence; Grocery Store,Honeydew Melon; Musk Melon; Watermelon,,Salmonella enterica,Poona,Confirmed,23,4.0,0.0
4616,2001-06,California,Restaurant; Private Home/Residence,Chicken Salad,,Salmonella enterica,Enteritidis,Confirmed,17,0.0,0.0
4617,2001-06,California,Restaurant,,,,,,11,0.0,0.0
4618,2001-06,California,Private Home/Residence; Grocery Store,,,Shigella unknown,,Confirmed,8,0.0,0.0
4619,2001-06,California,,"Chicken, Unspecified; Shrimp Dishes Unspecified",,,,,18,0.0,0.0
4620,2001-06,California,,"Pizza, Meat",,,,,16,0.0,0.0
4621,2001-06,California,Restaurant,,,Campylobacter unknown,,Confirmed,5,,
4622,2001-06,California,Restaurant,Chow Mein,,,,,6,0.0,0.0
4623,2001-06,California,Restaurant,"Tuna, Unspecified",,,,,4,0.0,0.0
4624,2001-06,California,Restaurant,,,,,,10,0.0,0.0
4625,2001-06,California,Unknown,Potato Salad,,Shigella sonnei,,Confirmed,9,1.0,
4626,2001-06,California,Restaurant,"Burrito, Unspecified",,Staphylococcus aureus,,Confirmed,22,1.0,0.0
4627,2001-06,California,Catering Service,"Taco, Beef",,Norovirus genogroup I,,Suspected,9,0.0,0.0
4628,2001-06,California,Restaurant,"Shrimp Cocktail; Oysters, Raw",,Vibrio parahaemolyticus,,Confirmed,14,0.0,0.0
4629,2001-06,California,Restaurant,Sour Cream; Guacamole,,,,,29,0.0,0.0
4630,2001-06,California,Restaurant,,,Shigella unknown,,Confirmed,7,2.0,0.0
4631,2001-06,California,Restaurant,,,,,,5,0.0,0.0
4632,2001-06,California,Restaurant,"Stew/Chili, Unspecified; Ground Beef, Hamburger",Sauces/ Dressings,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,4,0.0,0.0
4633,2001-06,California,Restaurant,Potato Salad,,Listeria monocytogenes; Norovirus genogroup I,,Suspected; Suspected,56,1.0,0.0
4634,2001-06,California,Restaurant,"Burrito, Unspecified",,Clostridium perfringens,,Suspected,30,1.0,0.0
4635,2001-06,California,Restaurant,"Pork, Unspecified",,Staphylococcus aureus,,Confirmed,8,0.0,0.0
4636,2001-06,California,Restaurant,"Oysters, Raw; Seafood Dish, Unspecified",Shellfish,Vibrio cholerae,,Confirmed,4,0.0,0.0
4637,2001-06,California,Restaurant,"Sandwich, Deli",Turkey,Listeria monocytogenes,,Confirmed,28,0.0,0.0
4638,2001-06,Colorado,Restaurant,"Iceberg Lettuce, Unspecified",,Norovirus unknown,,Suspected,12,0.0,0.0
4639,2001-06,Colorado,Restaurant; Private Home/Residence,,,,,,40,0.0,0.0
4640,2001-06,Colorado,Private Home/Residence,Potato Salad,,Salmonella enterica,Newport,Confirmed,8,1.0,0.0
4641,2001-06,Connecticut,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Saintpaul,Confirmed,5,2.0,0.0
4642,2001-06,Connecticut,Restaurant,,,Campylobacter jejuni,,Confirmed,23,1.0,0.0
4643,2001-06,Connecticut,Catering Service,Lettuce-Based Salads Unspecified,,Norovirus unknown,,Confirmed,34,0.0,0.0
4644,2001-06,Connecticut,Restaurant,"Pizza, Meat",,Staphylococcus aureus,,Confirmed,2,0.0,0.0
4645,2001-06,Florida,Restaurant,,,,,,2,,
4646,2001-06,Florida,Restaurant,"Pizza, Meat And Vegetable",,,,,8,,
4647,2001-06,Florida,Restaurant,"Chicken, Roasted",,,,,2,,
4648,2001-06,Florida,Restaurant,"Sandwich, Turkey",,,,,2,,
4649,2001-06,Florida,Unknown,Sushi Rice,,,,,2,,
4650,2001-06,Florida,Restaurant,"Beef, Other",,,,,2,,
4651,2001-06,Florida,Restaurant,"Sandwich, Bacon, Lettuce, Tomato",,Norovirus genogroup I,,Suspected,3,,
4652,2001-06,Florida,Restaurant,"Sandwich, Chicken; Pork, Unspecified; Coleslaw",,Norovirus genogroup I,,Suspected,7,,
4653,2001-06,Florida,Restaurant,"Fish Sandwich, Unspecified",,,,,2,,
4654,2001-06,Florida,Restaurant,Multiple Foods,,Staphylococcus aureus,,Suspected,4,,
4655,2001-06,Florida,Restaurant,"Carrots, Unspecified; Celery, Unspecified; Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,4,,
4656,2001-06,Florida,Unknown,"Taco, Unspecified",,Staphylococcus aureus,,Suspected,2,,
4657,2001-06,Florida,Restaurant,"Chicken, Unspecified",,,,,4,,
4658,2001-06,Florida,Restaurant,"Chicken, Buffalo Wings",,Salmonella enterica,Unknown,Confirmed,2,1.0,
4659,2001-06,Florida,Restaurant,Chow Mein; Egg Rolls,,Staphylococcus aureus,,Suspected,2,,
4660,2001-06,Florida,Restaurant,"Sandwich, Unspecified",,,,,2,,
4661,2001-06,Florida,Restaurant,"Pizza, Unspecified; Antipasta Salad",,,,,3,,
4662,2001-06,Florida,Restaurant,Multiple Foods,,,,,4,,
4663,2001-06,Florida,Restaurant,"Salsa, Unspecified; Chips, Unspecified; Sopapilla",,Clostridium perfringens,,Suspected,5,,
4664,2001-06,Florida,Restaurant,"Sandwich, Turkey Club",,,,,11,1.0,
4665,2001-06,Florida,Restaurant,"Taco, Beef",,,,,6,,
4666,2001-06,Florida,Restaurant; Grocery Store,"Sandwich, Submarine",,Norovirus unknown,,Suspected,6,2.0,
4667,2001-06,Georgia,Fair/Festival,"Bbq, Unspecified",,Staphylococcus aureus,,Confirmed,20,,
4668,2001-06,Georgia,Restaurant,,,Norovirus genogroup I,,Suspected,4,0.0,0.0
4669,2001-06,Georgia,Restaurant,,,,,,3,0.0,0.0
4670,2001-06,Georgia,Restaurant,,,,,,5,0.0,0.0
4671,2001-06,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0.0,0.0
4672,2001-06,Hawaii,,"Fish, Ahi",,Scombroid toxin,,Confirmed,6,0.0,0.0
4673,2001-06,Hawaii,Restaurant,,,Clostridium perfringens,,Confirmed,6,0.0,0.0
4674,2001-06,Hawaii,Private Home/Residence,"Fish, Kole",,Ciguatoxin,,Confirmed,2,0.0,0.0
4675,2001-06,Idaho,Private Home/Residence,"Ice Cream, Homemade",Egg,Salmonella enterica,Enteritidis,Confirmed,12,4.0,0.0
4676,2001-06,Illinois,Restaurant,"Ground Beef, Meatballs; Quesadilla, Chicken",,Norovirus genogroup I,,Suspected,27,1.0,0.0
4677,2001-06,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,8,0.0,0.0
4678,2001-06,Illinois,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,6,2.0,0.0
4679,2001-06,Illinois,Restaurant,"Chicken, Tetrazini",,Clostridium perfringens,,Confirmed,3,0.0,0.0
4680,2001-06,Illinois,Catering Service,,,Norovirus genogroup I,,Suspected,10,0.0,0.0
4681,2001-06,Iowa,Unknown,,,,,,15,,
4682,2001-06,Louisiana,Unknown,"Grapefruit, Unspecified; Fruit Salad",,Norovirus genogroup I,,Confirmed,55,1.0,0.0
4683,2001-06,Maine,School/College/University,"Fajita, Chicken",,,,,54,,
4684,2001-06,Maine,School/College/University,,,,,,7,,
4685,2001-06,Maine,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,6,,
4686,2001-06,Maryland,Restaurant,"Pizza, Unspecified",,Staphylococcus aureus,,Suspected,7,,
4687,2001-06,Maryland,Restaurant,"Fried Rice, Unspecified; Chicken, Sweet And Sour",Chicken,,,,4,0.0,0.0
4688,2001-06,Maryland,Restaurant,"Fried Rice, Unspecified; Mussels, Steamed",,,,,6,,
4689,2001-06,Maryland,Restaurant,"Tuna, Unspecified",,Scombroid toxin,,Suspected,3,0.0,0.0
4690,2001-06,Maryland,Restaurant,,,,,,2,,
4691,2001-06,Maryland,Restaurant,Crab Newburgh; Green Salad,,Norovirus unknown,,Suspected,36,0.0,0.0
4692,2001-06,Maryland,Restaurant,,,Norovirus genogroup I,GI_1,Confirmed,5,0.0,0.0
4693,2001-06,Maryland,Restaurant,"Chicken, Unspecified",Chicken,,,,2,,
4694,2001-06,Maryland,Restaurant,,,Salmonella enterica,Unknown,Confirmed,3,1.0,0.0
4695,2001-06,Maryland,Restaurant; Grocery Store,,,Salmonella enterica,Montevideo,Confirmed,6,0.0,0.0
4696,2001-06,Maryland,Private Home/Residence,"Seafood Pasta; Spaghetti, Unspecified; Deli Tray",,Salmonella enterica,Enteritidis,Confirmed,26,3.0,0.0
4697,2001-06,Massachusetts,Restaurant,"Ice; Steak, Other; Salad Dressing, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,136,6.0,0.0
4698,2001-06,Massachusetts,Catering Service,"Goat Cheese/Chevre, Unspecified; Tomato, Unspecified; Pastry, Unspecified",,Norovirus genogroup I,,Suspected,20,0.0,0.0
4699,2001-06,Massachusetts,School/College/University,"Lettuce-Based Salads Unspecified; Bread, Garlic Bread",,Norovirus genogroup I,,Suspected,96,,0.0
4700,2001-06,Michigan,Private Home/Residence,,,Norovirus unknown,,Confirmed,32,0.0,0.0
4701,2001-06,Michigan,Restaurant,"Chicken, Nuggets/Fingers",,Staphylococcus aureus,,Suspected,3,,
4702,2001-06,Michigan,Private Home/Residence,,,Norovirus unknown,,Confirmed,32,0.0,0.0
4703,2001-06,Michigan,Restaurant,,,,,,4,0.0,0.0
4704,2001-06,Michigan,Restaurant,"Ethnic Style, Unspecified; Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,5,0.0,0.0
4705,2001-06,Michigan,Camp,,,Salmonella enterica,Typhimurium,Confirmed,6,0.0,0.0
4706,2001-06,Minnesota,Restaurant,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,16,4.0,0.0
4707,2001-06,Multistate,Unknown,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,113,0.0,0.0
4708,2001-06,Multistate,Unknown,,,Salmonella enterica,Enteritidis,Confirmed,2,1.0,0.0
4709,2001-06,Nebraska,Camp,Potato Salad,,Campylobacter jejuni,,Confirmed,24,1.0,0.0
4710,2001-06,New York,Catering Service,Potato Salad,,Campylobacter jejuni,,Confirmed,16,,
4711,2001-06,New York,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,7,0.0,0.0
4712,2001-06,New York,Private Home/Residence,"Chicken, Baked",,Salmonella enterica,Enteritidis,Confirmed,15,4.0,
4713,2001-06,New York,,Vegetable Tray,,Norovirus unknown,,Suspected,33,,
4714,2001-06,New York,Catering Service,Multiple Foods,,Norovirus unknown,,Confirmed,121,,
4715,2001-06,New York,Restaurant,"Ground Beef, Meatballs",,Clostridium perfringens,,Confirmed,6,,
4716,2001-06,New York,Restaurant,,,Norovirus unknown,,Confirmed,16,,
4717,2001-06,New York,Restaurant,"Sandwich, Chicken Parmesan; Sandwich, Beef",,Campylobacter unknown,,Confirmed,3,,
4718,2001-06,New York,Catering Service,Multiple Foods,,Norovirus genogroup I,,Confirmed,25,,
4719,2001-06,New York,Private Home/Residence,Multiple Foods,,Staphylococcus aureus,,Suspected,35,,
4720,2001-06,New York,Catering Service,,,,,,13,,
4721,2001-06,New York,Restaurant; Catering Service,"Pork, Roasted",,Salmonella enterica,Uganda,Confirmed,21,1.0,0.0
4722,2001-06,New York,,Multiple Foods; Multiple Foods,,Norovirus genogroup I,,Confirmed,14,,
4723,2001-06,Ohio,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup I,,Confirmed,31,,0.0
4724,2001-06,Ohio,Fair/Festival,"Lemonade, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,4,0.0,0.0
4725,2001-06,Ohio,Private Home/Residence,"Ground Beef, Meatloaf",,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,3,0.0,0.0
4726,2001-06,Ohio,Private Home/Residence,"Chicken, Other; Lettuce-Based Salads Unspecified",Chicken,Campylobacter unknown,,Suspected,3,0.0,0.0
4727,2001-06,Ohio,Restaurant; Catering Service,,,Norovirus genogroup II,Unknown,Confirmed,6,0.0,0.0
4728,2001-06,Oregon,Restaurant,,,,,,2,0.0,0.0
4729,2001-06,Oregon,Unknown,,,,,,8,0.0,0.0
4730,2001-06,Pennsylvania,Catering Service,"Pie, Merengue; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,12,3.0,0.0
4731,2001-06,Rhode Island,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,2,2.0,0.0
4732,2001-06,Texas,Restaurant,,,Bacillus cereus,,Suspected,17,0.0,0.0
4733,2001-06,Texas,Prison/Jail,"Chicken, Casserole",,Clostridium perfringens,,Confirmed,100,,
4734,2001-06,Texas,Fair/Festival,"Tea, Unspecified",,,,,31,3.0,0.0
4735,2001-06,Texas,Camp,"Beans, Bbq",,Salmonella enterica,Panama,Confirmed,134,0.0,0.0
4736,2001-06,Utah,Restaurant,Milkshake,,Hepatitis A,,Confirmed,8,1.0,0.0
4737,2001-06,Virginia,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,28,5.0,0.0
4738,2001-06,Washington,,,,Norovirus unknown,,Confirmed,37,1.0,0.0
4739,2001-06,Washington,School/College/University,Green Salad,,Norovirus unknown,,Suspected,37,0.0,0.0
4740,2001-06,Washington,Restaurant,"Cantaloupe; Pineapple, Unspecified",,,,,4,0.0,0.0
4741,2001-06,Washington,Restaurant,,,,,,3,0.0,0.0
4742,2001-06,Washington,Restaurant,,,Shigella sonnei,,Confirmed,2,0.0,0.0
4743,2001-06,Washington,Restaurant,"Sandwich, Turkey",,,,,4,0.0,0.0
4744,2001-06,Washington DC,Restaurant,"Sandwich, Other Specialty",,Salmonella enterica,Braenderup,Confirmed,21,,
4745,2001-06,Wisconsin,Restaurant,"Chicken, Grilled",,Salmonella enterica,Braenderup,Confirmed,21,0.0,0.0
4746,2001-06,Wyoming,Catering Service,,,Norovirus unknown,,Suspected,65,0.0,0.0
4747,2001-07,Alaska,Unknown,"Fish, White",,Clostridium botulinum,,Confirmed,2,,
4748,2001-07,California,Restaurant,,,,,,6,0.0,0.0
4749,2001-07,California,Grocery Store,"Chicken, Fried",,Norovirus genogroup I,,Suspected,19,0.0,0.0
4750,2001-07,California,Restaurant,Multiple Foods,,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,44,0.0,0.0
4751,2001-07,California,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup I,,Suspected,5,1.0,0.0
4752,2001-07,California,Restaurant,"Beans, Unspecified",,Clostridium perfringens,,Suspected,4,0.0,0.0
4753,2001-07,California,Restaurant,"Ham, Unspecified",,,,,4,0.0,0.0
4754,2001-07,California,Catering Service,,,Norovirus genogroup I,,Suspected,9,0.0,0.0
4755,2001-07,California,Restaurant,Vegetable-Based Salads Unspecified,,,,,16,0.0,0.0
4756,2001-07,California,Restaurant,"Burrito, Chicken",,Bacillus cereus,,Suspected,5,0.0,0.0
4757,2001-07,California,Restaurant,,,,,,10,0.0,0.0
4758,2001-07,California,Restaurant; Catering Service,Fruit Salad; Caesar Salad,Leafy Green,,,,15,1.0,0.0
4759,2001-07,California,,"Homemade Cheese, Unpasteurized",Milk,Brucella unknown,,Confirmed,4,,0.0
4760,2001-07,California,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,,Confirmed,3,2.0,0.0
4761,2001-07,California,Restaurant,,,,,,12,0.0,0.0
4762,2001-07,California,Restaurant,"Seafood Dish, Unspecified",,,,,6,0.0,0.0
4763,2001-07,California,Camp,,,,,,60,0.0,0.0
4764,2001-07,California,Unknown,"Celery, Unspecified",Leafy Green,Norovirus unknown,,Suspected,19,,
4765,2001-07,California,Restaurant,"Fish, Mahi Mahi",Fin Fish,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,3,0.0,0.0
4766,2001-07,California,,,,Salmonella enterica,Poona,Suspected,37,1.0,0.0
4767,2001-07,California,Restaurant,Unspecified Vegetables,,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,4,0.0,0.0
4768,2001-07,Colorado,Prison/Jail,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,13,5.0,0.0
4769,2001-07,Colorado,Restaurant,Fruit Salad,,Virus,,Suspected,32,0.0,0.0
4770,2001-07,Colorado,Restaurant,"Pinto Beans; Peppers, Chili",,Clostridium perfringens,,Suspected,7,,
4771,2001-07,Connecticut,Restaurant,"Chicken, Other",,Salmonella enterica,Typhimurium,Confirmed,7,0.0,0.0
4772,2001-07,Connecticut,Restaurant,Lettuce-Based Salads Unspecified,,,,,67,0.0,0.0
4773,2001-07,Florida,Grocery Store,"Shrimp, Unspecified",,,,,3,,
4774,2001-07,Florida,Restaurant,,,,,,3,,
4775,2001-07,Florida,Restaurant,,,,,,4,,
4776,2001-07,Florida,Restaurant,"Tuna, Unspecified",,,,,2,,
4777,2001-07,Florida,Restaurant,"Fish, Mahi Mahi",,Histamine,,Suspected,3,,
4778,2001-07,Florida,Restaurant,,,,,,3,,
4779,2001-07,Florida,Catering Service,"Fish, Bacalao (Dried Cod)",,Salmonella enterica,Unknown,Suspected,2,1.0,
4780,2001-07,Florida,Restaurant,"Sandwich, Chicken",,Staphylococcus aureus,,Suspected,4,,
4781,2001-07,Florida,Restaurant,"Beef, Other; Fried Onions/Onion Rings, Unspecified",,,,,2,1.0,
4782,2001-07,Florida,Restaurant,"Wonton, Unspecified; Rice, Unspecified; Shrimp, Unspecified",,,,,2,,
4783,2001-07,Florida,Restaurant,Greek Salad,,Staphylococcus aureus,,Suspected,2,,
4784,2001-07,Florida,Hospital,"Chicken, Cordon Bleu",,,,,3,,
4785,2001-07,Florida,Restaurant,Chicken And Noodles,,Salmonella enterica,Group B,Confirmed,2,,
4786,2001-07,Florida,Restaurant,"Chicken, Other",,Salmonella enterica,Unknown,Confirmed,2,,
4787,2001-07,Florida,Restaurant,"Taco, Beef",,,,,2,,
4788,2001-07,Florida,Catering Service; School/College/University,"Chicken, Marsala",,,,,19,,
4789,2001-07,Florida,Restaurant,,,,,,3,,
4790,2001-07,Florida,Restaurant; Catering Service,,,,,,20,,
4791,2001-07,Florida,Private Home/Residence,"Fish, Tilapia",,,,,2,,
4792,2001-07,Florida,Restaurant,Multiple Foods,,Norovirus unknown,,Confirmed,35,,
4793,2001-07,Florida,Restaurant,"Sandwich, Submarine",,Staphylococcus aureus,,Suspected,6,,
4794,2001-07,Florida,Restaurant,Milkshake,,,,,4,,
4795,2001-07,Florida,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,8,0.0,0.0
4796,2001-07,Georgia,Private Home/Residence,,,Norovirus unknown,,Confirmed,11,0.0,0.0
4797,2001-07,Georgia,Unknown,Ice,,Norovirus genogroup I,,Suspected,30,0.0,0.0
4798,2001-07,Georgia,Restaurant,,,,,,17,0.0,0.0
4799,2001-07,Hawaii,Restaurant,,,,,,2,0.0,0.0
4800,2001-07,Hawaii,Private Home/Residence,"Fish, Kole",,Ciguatoxin,,Confirmed,4,0.0,0.0
4801,2001-07,Hawaii,Unknown,"Fish, Kole",,Ciguatoxin,,Confirmed,3,0.0,0.0
4802,2001-07,Hawaii,Restaurant,"Fish, Goatfish (Weke), Unspecified",,Ciguatoxin,,Confirmed,3,0.0,0.0
4803,2001-07,Hawaii,Private Home/Residence,"Fish, Mullett",,Ciguatoxin,,Confirmed,2,0.0,0.0
4804,2001-07,Illinois,Restaurant,,,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,2,0.0,0.0
4805,2001-07,Illinois,,"Water; Steak, Other",,Norovirus genogroup I,,Suspected,51,0.0,0.0
4806,2001-07,Illinois,Restaurant,,,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,6,0.0,0.0
4807,2001-07,Illinois,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Enteritidis,Confirmed,47,4.0,0.0
4808,2001-07,Illinois,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,4,4.0,0.0
4809,2001-07,Illinois,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,19,8.0,0.0
4810,2001-07,Illinois,Private Home/Residence,,,Norovirus genogroup I,,Suspected,15,0.0,0.0
4811,2001-07,Illinois,Private Home/Residence; Religious Facility,"Lemonade, Unspecified",,Norovirus genogroup II,Other,Confirmed,20,0.0,0.0
4812,2001-07,Illinois,Restaurant,,,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,3,0.0,0.0
4813,2001-07,Illinois,Restaurant,,,,,,3,0.0,0.0
4814,2001-07,Kansas,Restaurant,,,,,,13,0.0,0.0
4815,2001-07,Maryland,Restaurant,Seafood Pasta,,Salmonella enterica,Enteritidis,Confirmed,2,1.0,0.0
4816,2001-07,Maryland,,"Cake, Unspecified",,Norovirus genogroup I,GI_1,Confirmed,6,0.0,0.0
4817,2001-07,Massachusetts,Restaurant,Bearnaise Sauce,,Salmonella enterica,Enteritidis,Confirmed,46,,0.0
4818,2001-07,Massachusetts,Catering Service,"Mesclun Mix, Unspecified",,Norovirus genogroup I,,Suspected,24,0.0,0.0
4819,2001-07,Massachusetts,Catering Service; Religious Facility,"Cheese Dish, Other; Rice Dishes, Unspecified",,,,,19,0.0,0.0
4820,2001-07,Michigan,Restaurant,,,,,,39,0.0,0.0
4821,2001-07,Michigan,Restaurant,,,,,,4,,
4822,2001-07,Michigan,Restaurant; Office/Indoor Workplace,Egg Salad/Egg Salad Sandwich; Tuna Salad,,Salmonella enterica,,Confirmed,34,2.0,0.0
4823,2001-07,Michigan,Unknown,,,,,,4,,
4824,2001-07,Michigan,Private Home/Residence,"Chicken, Unspecified; Multiple Foods",,Salmonella enterica,Oranienburg,Confirmed,20,0.0,0.0
4825,2001-07,Michigan,Restaurant,,,,,,2,0.0,0.0
4826,2001-07,Michigan,Restaurant,"Milkshake; Ground Beef, Hamburger; French Fries",,,,,2,0.0,0.0
4827,2001-07,Michigan,Restaurant,,,,,,3,0.0,0.0
4828,2001-07,Minnesota,Grocery Store,"Pizza, Meat And Vegetable",,Norovirus genogroup I,,Suspected,6,0.0,0.0
4829,2001-07,Minnesota,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,17,0.0,0.0
4830,2001-07,Minnesota,Private Home/Residence; Catering Service,Buffet,,Norovirus genogroup I,,Confirmed,25,0.0,0.0
4831,2001-07,Minnesota,Restaurant,House Salad,,Norovirus genogroup I,,Suspected,9,0.0,0.0
4832,2001-07,Missouri,Private Home/Residence,"Ice Cream, Homemade",Egg,Salmonella enterica,,Confirmed,26,1.0,0.0
4833,2001-07,Multistate,Unknown,,,Salmonella enterica,Enteritidis,Confirmed,3,0.0,0.0
4834,2001-07,Multistate,Unknown,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,5,0.0,0.0
4835,2001-07,Nevada,Private Home/Residence,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,3.0,0.0
4836,2001-07,New Jersey,Prison/Jail,,,Norovirus genogroup I,,Suspected,58,,
4837,2001-07,New York,Prison/Jail,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,9,,
4838,2001-07,New York,Restaurant,,,,,,34,,
4839,2001-07,New York,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,4,,
4840,2001-07,New York,Restaurant; Catering Service,"Roast Beef, Other",,Clostridium perfringens,,Confirmed,49,,
4841,2001-07,New York,Restaurant,Fettucine Alfredo,,,,,9,,
4842,2001-07,Ohio,Restaurant,"Crab Cakes; Lobster, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,14,6.0,0.0
